label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;kA_char;kA_char_set;kA_char_param;Tamb;Tamb_set;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;hydro_group;kA_group;kA_char_group
pipe16_feed;pipe;['network losses'];[None];[-563.2195041414666];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-563.2195041414666;False;False;0.9992213975996148;False;False;18217005.130035058;False;False;0.036;True;False;21.93171219946131;True;False;0.00069;True;False;7.291367744887374;True;False;0x00000209CF152240;False;m;0;True;-1.60718699257925;False;2.0619421714862405;False;0.4547551789069906;False;default;default;default
pipe17_feed;pipe;['network losses'];[None];[-511.73033259086577];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-511.73033259086577;False;False;0.9910070639262573;False;False;210346499.7829669;False;False;0.0217;True;False;16.97056274847714;True;False;0.00069;True;False;6.6924252618782685;True;False;0x00000209CF1522B0;False;m;0;True;-1.4614290178401408;False;1.8734407197176124;False;0.4120117018774716;False;default;default;default
pipe2_back;pipe;['network losses'];[None];[-449.04338643830306];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-449.04338643830306;False;False;0.9963181371048586;False;False;710220.5240780896;False;False;0.0697;True;False;30.14962686336267;True;False;0.00069;True;False;8.522527293294099;True;False;0x00000209CF152278;False;m;0;True;-1.3693355087815637;False;1.6439443032703756;False;0.2746087944888118;False;default;default;default
pipe3_back;pipe;['network losses'];[None];[-449.5777018655292];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-449.5777018655292;False;False;0.9859706811963593;False;False;2744643.9031575425;False;False;0.0697;True;False;116.51609330903607;True;False;0.00069;True;False;8.522527293293704;True;False;0x00000209CF1521D0;False;m;0;True;-1.3455676934463086;False;1.6459004278437828;False;0.3003327343974742;False;default;default;default
pipe7_back;pipe;['network losses'];[None];[-389.275181410457];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-389.275181410457;False;False;0.8695491938840497;False;False;111005226.35143957;False;False;0.036;True;False;137.59360450253493;True;False;0.00069;True;False;7.291367744886884;True;False;0x00000209CF152208;False;m;0;True;-1.1337484721485325;False;1.4251333751069266;False;0.29138490295839414;False;default;default;default
pipe6_back;pipe;['network losses'];[None];[-388.1544771466341];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-388.1544771466341;False;False;0.9825211257345097;False;False;12934001.463303156;False;False;0.036;True;False;16.0312195418814;True;False;0.00069;True;False;7.291367744887117;True;False;0x00000209CF1522E8;False;m;0;True;-1.1824497208596843;False;1.4210304856182836;False;0.23858076475859935;False;default;default;default
pipe19_back;pipe;['network losses'];[None];[-405.22090860095085];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-405.22090860095085;False;False;0.9807329170485785;False;False;9479483.102317259;False;False;0.0419;True;False;26.68332812825267;True;False;0.00069;True;False;7.6740254423650125;True;False;0x00000209CF152390;False;m;0;True;-1.2153936805396972;False;1.483510556840384;False;0.2681168763006867;False;default;default;default
pipe18_back;pipe;['network losses'];[None];[-404.52278443857654];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-404.52278443857654;False;False;0.9860114965994925;False;False;6750067.434109211;False;False;0.0419;True;False;19.0;True;False;0.00069;True;False;7.674025442364454;True;False;0x00000209CF152320;False;m;0;True;-1.2215959024144036;False;1.4809547297769599;False;0.2593588273625562;False;default;default;default
pipe8_back;pipe;['network losses'];[None];[-390.39744531444825];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-390.39744531444825;False;False;0.9759770955944717;False;False;20943729.57637806;False;False;0.036;True;False;25.96150997149434;True;False;0.00069;True;False;7.291367744886912;True;False;0x00000209CF152358;False;m;0;True;-1.1839893018468577;False;1.4292419744259501;False;0.24525267257909245;False;default;default;default
pipe9_back;pipe;['network losses'];[None];[-391.54470039117484];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-391.54470039117484;False;False;0.9889425845415338;False;False;9747179.382082753;False;False;0.036;True;False;12.083045973594572;True;False;0.00069;True;False;7.291367744887149;True;False;0x00000209CF152048;False;m;0;True;-1.1928120659451296;False;1.4334420662316487;False;0.24063000028651915;False;default;default;default
pipe10_back;pipe;['network losses'];[None];[-392.68185167183765];['0x00000209D0AB4828'];['component'];[];[];nan;False;False;-392.68185167183765;False;False;0.9128623496843935;False;False;84138689.65271446;False;False;0.036;True;False;104.30723848324239;True;False;0.00069;True;False;7.29136774488692;True;False;0x00000209CF152080;False;m;0;True;-1.156636864392653;False;1.4376051681194864;False;0.28096830372683335;False;default;default;default
