id;source;source_id;target;target_id;design;offdesign;design_path;local_design;local_offdesign;label;m;m_unit;m_unit_set;m0;m_set;m_ref;m_ref_f;m_ref_d;m_ref_set;p;p_unit;p_unit_set;p0;p_set;p_ref;p_ref_f;p_ref_d;p_ref_set;h;h_unit;h_unit_set;h0;h_set;h_ref;h_ref_f;h_ref_d;h_ref_set;T;T_unit;T_unit_set;T0;T_set;T_ref;T_ref_f;T_ref_d;T_ref_set;x;x_unit;x_unit_set;x0;x_set;x_ref;x_ref_f;x_ref_d;x_ref_set;v;v_unit;v_unit_set;v0;v_set;v_ref;v_ref_f;v_ref_d;v_ref_set;Td_bp;Td_bp_unit;Td_bp_unit_set;Td_bp0;Td_bp_set;Td_bp_ref;Td_bp_ref_f;Td_bp_ref_d;Td_bp_ref_set;state;state_set;water;water0;water_set;balance
0x00000209D10546A0;K37_valve_0;out1;K37_merge;in1;[];[];nan;False;False;K37_valve_0:out1_K37_merge:in1;0.031832992130706166;kg / s;False;0.031832992130706166;False;nan;nan;nan;False;4.58175309377786;bar;False;4.58175309377786;False;nan;nan;nan;False;219.89829101865465;kJ / kg;False;219.89829101865465;False;nan;nan;nan;False;52.43299634602437;C;False;52.43299634602437;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;3.224995049795841e-05;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x00000209D1054C18;K37_valve_1;out1;K37_merge;in2;[];[];nan;False;False;K37_valve_1:out1_K37_merge:in2;0.3523419913781087;kg / s;False;0.3523419913781087;False;nan;nan;nan;False;4.58175309377786;bar;False;4.58175309377786;False;nan;nan;nan;False;223.5838731579173;kJ / kg;False;223.5838731579173;False;nan;nan;nan;False;53.314417078592385;C;False;53.314417078592385;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.0003571072153529155;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x00000209D10595C0;K39_valve_0;out1;K39_merge;in1;[];[];nan;False;False;K39_valve_0:out1_K39_merge:in1;0.14090416807515668;kg / s;False;0.14090416807515668;False;nan;nan;nan;False;4.52070586568683;bar;False;4.52070586568683;False;nan;nan;nan;False;228.19213842360747;kJ / kg;False;228.19213842360747;False;nan;nan;nan;False;54.41765598883825;C;False;54.41765598883825;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.00014288642547576337;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x00000209D1059B38;K39_valve_1;out1;K39_merge;in2;[];[];nan;False;False;K39_valve_1:out1_K39_merge:in2;0.211437823302952;kg / s;False;0.211437823302952;False;nan;nan;nan;False;4.52070586568683;bar;False;4.52070586568683;False;nan;nan;nan;False;222.25795328302016;kJ / kg;False;222.25795328302016;False;nan;nan;nan;False;52.998574379051774;C;False;52.998574379051774;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.0002142655603489487;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x00000209D105E4E0;K41_valve_0;out1;K41_merge;in1;[];[];nan;False;False;K41_valve_0:out1_K41_merge:in1;0.07229136497731078;kg / s;False;0.07229136497731078;False;nan;nan;nan;False;4.566479068980403;bar;False;4.566479068980403;False;nan;nan;nan;False;225.86475653034333;kJ / kg;False;225.86475653034333;False;nan;nan;nan;False;53.86017917119966;C;False;53.86017917119966;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;7.328838342854832e-05;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x00000209D105EA58;K41_valve_1;out1;K41_merge;in2;[];[];nan;False;False;K41_valve_1:out1_K41_merge:in2;0.13914645832564124;kg / s;False;0.13914645832564124;False;nan;nan;nan;False;4.566479068980403;bar;False;4.566479068980403;False;nan;nan;nan;False;223.02409411425094;kJ / kg;False;223.02409411425094;False;nan;nan;nan;False;53.1808601369122;C;False;53.1808601369122;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.00014101939705954102;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x00000209D1062400;K43_valve_0;out1;K43_merge;in1;[];[];nan;False;False;K43_valve_0:out1_K43_merge:in1;0.06374852318801613;kg / s;False;0.06374852318801613;False;nan;nan;nan;False;4.565688307984163;bar;False;4.565688307984163;False;nan;nan;nan;False;225.2278178174242;kJ / kg;False;225.2278178174242;False;nan;nan;nan;False;53.70788041041703;C;False;53.70788041041703;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;6.462296875676107e-05;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x00000209D1062978;K43_valve_1;out1;K43_merge;in2;[];[];nan;False;False;K43_valve_1:out1_K43_merge:in2;0.07539793513762509;kg / s;False;0.07539793513762509;False;nan;nan;nan;False;4.565688307984163;bar;False;4.565688307984163;False;nan;nan;nan;False;226.05974980969143;kJ / kg;False;226.05974980969143;False;nan;nan;nan;False;53.906824814414335;C;False;53.906824814414335;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;7.64395259863378e-05;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x00000209AE03F320;source;out1;pipe1_feed;in1;[];[];nan;False;False;source:out1_pipe1_feed:in1;1.6915359369594056;kg / s;False;1.6915359369594056;False;nan;nan;nan;False;6.600721339345748;bar;False;6.600721339345748;False;nan;nan;nan;False;335.50000860706643;kJ / kg;False;335.50000860706643;False;nan;nan;nan;False;79.99999999999812;C;False;79.99999999999812;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.0017401902601219417;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;True;False
0x00000209D105E320;pipe1_back;out1;sink;in1;[];[];nan;False;False;pipe1_back:out1_sink:in1;1.6915359369594059;kg / s;False;1.6915359369594059;False;nan;nan;nan;False;4.499999999999999;bar;False;4.499999999999999;True;nan;nan;nan;False;220.56595153133253;kJ / kg;False;220.56595153133253;False;nan;nan;nan;False;52.594348712390456;C;False;52.594348712390456;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.001713829650518698;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
